owner_no,brand,model_year,price,registered_year,kms_driven,engine_cc,mileage_kmpl,car_age,mileage_normalized,brand_popularity,age_group,high_mileage,city_chennai,city_delhi,city_hyderabad,city_jaipur,city_kolkata,transmission_manual,fuel_type_diesel,fuel_type_electric,fuel_type_lpg,fuel_type_petrol,variant_name_encoded,model_encoded
1,29,2020,0.06424989552862516,2021,0.00633357085284657,0.22869318181818185,0.09945832079446285,0.05263157894736842,0.1825385286420471,0.1076977624637566,1,0,True,False,False,False,False,True,False,False,False,True,584000.0,619250.0
2,19,2018,0.046594233180108656,2018,0.01207476719117933,0.1879058441558442,0.12052362323201929,0.13157894736842105,0.09984733934283223,0.0687858479816197,1,1,True,False,False,False,False,False,False,False,False,True,484700.0,440245.0331125828
1,30,2021,0.4358545758462182,2021,0.004345352523746345,0.4914772727272727,0.09088173337345773,0.05263157894736842,0.17176504797906367,0.19289255100006641,1,0,True,False,False,False,False,False,False,False,False,True,3150000.0,1775909.0909090908
1,19,2017,0.06435436690346845,2017,0.01252350270432239,0.2282873376623377,0.1063045440866687,0.15789473684210525,0.07659930212271009,0.0687858479816197,1,0,True,False,False,False,False,True,False,False,False,True,560545.4545454546,521084.67741935485
1,19,2021,0.12244045131633932,2021,0.009072712062530602,0.2820616883116883,0.08975323502858865,0.05263157894736842,0.17034748473393427,0.0687858479816197,1,0,True,False,False,False,False,True,False,False,False,True,721315.7894736842,791150.0
2,19,2019,0.051295445048056845,2019,0.008192877723754564,0.1879058441558442,0.10103821847727959,0.10526315789473684,0.10699185809828439,0.0687858479816197,1,0,True,False,False,False,False,False,False,False,False,True,540423.0769230769,345841.5201612903
1,6,2018,0.08180108650229836,2018,0.007784870231253337,0.28936688311688313,0.11977129100210654,0.13157894736842105,0.09937481826112242,0.10475166742888264,1,1,True,False,False,False,False,True,True,False,False,False,737000.0,683109.0909090909
1,19,2019,0.07281654826577517,2019,0.003618066440856459,0.2282873376623377,0.10479987962684323,0.10526315789473684,0.10982698458854318,0.0687858479816197,1,0,True,False,False,False,False,True,False,False,False,True,842432.4324324324,643665.5172413794
1,19,2018,0.07281654826577517,2018,0.0057999246895261165,0.2282873376623377,0.09389106229310865,0.13157894736842105,0.08312009305030532,0.0687858479816197,1,0,True,False,False,False,False,False,False,False,False,True,771400.0,643665.5172413794
1,9,2019,0.0754283326368575,2019,0.007254496855305888,0.26866883116883117,0.11631056274450799,0.10526315789473684,0.1185024716487351,0.08482158292756482,1,1,True,False,False,False,False,True,True,False,False,False,740500.0,564454.268292683
1,8,2020,0.09632260760551609,2021,0.005420099532736873,0.289163961038961,0.07764068612699368,0.05263157894736842,0.15513230590287871,0.08789688391846587,1,0,True,False,False,False,False,True,False,False,False,True,708333.3333333334,696057.5342465753
1,9,2018,0.09371082323443376,2018,0.0041635310030238735,0.30823863636363635,0.07463135720734276,0.13157894736842105,0.07102355335853446,0.08482158292756482,1,0,True,False,False,False,False,False,False,False,False,True,950000.0,720150.8379888268
2,29,2018,0.05192227329711659,2018,0.018163788098654172,0.23863636363636367,0.11939512488715018,0.13157894736842105,0.09913855772026753,0.1076977624637566,1,1,True,False,False,False,False,True,True,False,False,False,508750.0,410533.3333333333
1,30,2016,0.19295862933556207,2016,0.007618139896750831,0.47098214285714285,0.04965392717424016,0.18421052631578946,0.039175632451293976,0.19289255100006641,2,0,True,False,False,False,False,True,True,False,False,False,1856333.3333333333,2078885.2459016393
1,20,2016,0.27392394483911414,2016,0.010527284228310374,0.42025162337662336,0.09170929882636172,0.18421052631578946,0.05898607880197731,0.5468404912746022,2,0,True,False,False,False,False,False,True,False,False,False,2571428.5714285714,2519963.6363636362
1,19,2015,0.05453405766819892,2015,0.009757088266529986,0.23863636363636367,0.1363226000601866,0.21052631578947367,0.07007851119511485,0.0687858479816197,2,1,True,False,False,False,False,True,True,False,False,False,478840.0,506008.6455331412
1,9,2015,0.04931048892603427,2016,0.011155477582406514,0.2282873376623377,0.08892566957568462,0.18421052631578946,0.05767483280023262,0.08482158292756482,2,0,True,False,False,False,False,True,False,False,False,True,560700.0,472567.5675675676
2,12,2018,0.12338069368992896,2018,0.009569448457144395,0.262987012987013,0.06710803490821549,0.13157894736842105,0.06629834254143646,0.2952229922792751,1,0,True,False,False,False,False,False,False,False,False,True,1341000.0,1693155.3398058251
2,8,2017,0.06560802340158796,2017,0.011101658412272663,0.22869318181818185,0.08967800180559735,0.15789473684210525,0.06764840277489303,0.08789688391846587,1,0,True,False,False,False,False,False,False,False,False,True,609571.4285714285,581642.8571428572
2,9,2010,0.027893857083159217,2010,0.016345572891429457,0.2282873376623377,0.07463135720734276,0.3421052631578947,0.025121505421011082,0.08482158292756482,2,0,True,False,False,False,False,True,False,False,False,True,454875.0,564454.268292683
1,8,2015,0.042101964061847054,2016,0.017308499665175666,0.22849025974025977,0.08215467950647007,0.18421052631578946,0.054485315498691476,0.08789688391846587,2,0,True,False,False,False,False,True,False,False,False,True,385375.0,548132.183908046
1,9,2018,0.09057668198913496,2018,0.019346718912474574,0.30823863636363635,0.06560337044839001,0.13157894736842105,0.06535330037801687,0.08482158292756482,1,0,True,False,False,False,False,True,False,False,False,True,726695.6521739131,1086678.9473684211
2,1,2012,0.1537818637693272,2012,0.012709142476980032,0.39021915584415584,0.07260006018657841,0.2894736842105263,0.030221357952893282,0.5195198980035183,2,0,True,False,False,False,False,False,True,False,False,False,1258333.3333333333,3402756.756756757
2,9,2015,0.03802758044295863,2016,0.019718543922352026,0.2282873376623377,0.08892566957568462,0.18421052631578946,0.05767483280023262,0.08482158292756482,2,0,True,False,False,False,False,True,False,False,False,True,428677.0833333333,472567.5675675676
1,8,2014,0.04617634768073548,2014,0.009833816948274869,0.28936688311688313,0.14083659343966298,0.23684210526315788,0.06384123291654552,0.08789688391846587,2,1,True,False,False,False,False,True,True,False,False,False,364923.07692307694,548132.183908046
1,8,2018,0.07292101964061846,2019,0.019408901872561658,0.22869318181818185,0.08967800180559735,0.10526315789473684,0.09842977609770281,0.08789688391846587,1,0,True,False,False,False,False,False,False,False,False,True,767000.0,548132.183908046
2,31,2020,0.10394901796907648,2021,0.006975218999476172,0.18810876623376627,0.06974119771291004,0.05263157894736842,0.14520936318697295,0.1004670960609946,1,0,True,False,False,False,False,False,False,False,False,True,997333.3333333334,548393.9393939395
1,19,2017,0.04931048892603427,2017,0.010862017647960444,0.2282873376623377,0.10389708095094796,0.15789473684210525,0.0753032442985918,0.0687858479816197,1,0,True,False,False,False,False,True,False,False,False,True,794692.3076923077,536166.6666666666
1,30,2023,0.47241955704137073,2023,0.0005271005885744448,0.544439935064935,0.045463158012059614,0.0,0.3627475687376821,0.19289255100006641,0,0,True,False,False,False,False,False,True,False,False,False,4550000.0,2084433.3333333333
1,9,2020,0.16318428750522357,2020,0.0035542470870828717,0.289163961038961,0.08130830574781822,0.07894736842105263,0.11747828220412908,0.08482158292756482,1,0,True,False,False,False,False,False,False,False,False,True,1502500.0,1086678.9473684211
1,1,2021,0.5821145006268282,2021,0.0005816470447911862,0.39021915584415584,0.09434246163105628,0.05263157894736842,0.1761122419307938,0.5195198980035183,1,0,True,False,False,False,False,False,True,False,False,False,5803750.0,5693333.333333333
3,6,2003,0.011700793982448809,2003,0.010890927269755317,0.39103084415584416,0.014444778814324412,0.5263157894736842,0.00284551156897769,0.10475166742888264,2,0,True,False,False,False,False,True,False,False,False,True,140000.0,95000.0
1,9,2021,0.19557041370664438,2021,0.007254496855305888,0.39103084415584416,0.05356605476978634,0.05263157894736842,0.12489095667345158,0.08482158292756482,1,0,True,False,False,False,False,False,False,False,False,True,1900000.0,1949555.5555555555
1,13,2020,0.14594651065608025,2020,0.004890817085913759,0.289163961038961,0.07312669274751732,0.07894736842105263,0.10977028205873801,0.21971923973085766,1,0,True,False,False,False,False,False,False,False,False,True,1374000.0,1425902.1739130435
1,12,2018,0.12766402005850397,2018,0.009072712062530602,0.3823051948051948,0.07538368943725551,0.13157894736842105,0.07149607444024426,0.2952229922792751,1,0,True,False,False,False,False,True,True,False,False,False,1323000.0,1693155.3398058251
1,29,2014,0.010133723359799415,2014,0.007072675334583416,0.11201298701298702,0.13782726452001204,0.23684210526315788,0.06270718232044199,0.1076977624637566,2,1,True,False,False,False,False,True,False,False,False,True,150500.0,120818.18181818182
1,9,2017,0.09141245298788132,2017,0.010150368215852692,0.30823863636363635,0.061766476075835096,0.15789473684210525,0.05262223237652141,0.08482158292756482,1,0,True,False,False,False,False,True,False,False,False,True,930800.0,1086678.9473684211
2,9,2014,0.04805683242791475,2014,0.006404481245928334,0.2282873376623377,0.08666867288594646,0.23684210526315788,0.043428322186682175,0.08482158292756482,2,0,True,False,False,False,False,True,False,False,False,True,317166.6666666667,564454.268292683
2,19,2020,0.06602590890096113,2020,0.003618066440856459,0.2282873376623377,0.10479987962684323,0.07894736842105263,0.13960998836871183,0.0687858479816197,1,0,True,False,False,False,False,True,False,False,False,True,675176.4705882353,643665.5172413794
1,9,2017,0.06017551190973674,2017,0.007481410113167532,0.2282873376623377,0.08666867288594646,0.15789473684210525,0.06602833049474514,0.08482158292756482,1,0,True,False,False,False,False,True,False,False,False,True,656333.3333333334,564454.268292683
1,29,2016,0.04063936481404096,2016,0.01272296091255494,0.22869318181818185,0.12609088173337346,0.18421052631578946,0.07518173887758069,0.1076977624637566,2,1,True,False,False,False,False,True,False,False,False,True,470370.3703703704,521147.36842105264
1,16,2016,0.03938570831592144,2016,0.023327155644130917,0.2282873376623377,0.07327715919349986,0.18421052631578946,0.05030350392555975,0.1367672738537678,2,0,True,False,False,False,False,True,False,False,False,True,910000.0,1040216.2162162162
3,19,2017,0.043460091934809875,2017,0.003794978780519424,0.1879058441558442,0.10103821847727959,0.15789473684210525,0.0737641756324513,0.0687858479816197,1,0,True,False,False,False,False,False,False,False,False,True,540423.0769230769,345841.5201612903
2,19,2007,0.02005850396991225,2007,0.016345572891429457,0.24878246753246755,0.06786036713812821,0.42105263157894735,0.017545285052084227,0.0687858479816197,2,0,True,False,False,False,False,True,False,False,False,True,202500.0,506008.6455331412
1,9,2020,0.06132469703301296,2020,0.017946875024432266,0.2282873376623377,0.10096298525428829,0.07894736842105263,0.13599520209363186,0.08482158292756482,1,0,True,False,False,False,False,True,False,False,False,True,616600.0,716437.5
2,8,2015,0.0384454659423318,2015,0.01857270469875901,0.22849025974025977,0.08215467950647007,0.21052631578947367,0.047397499273044486,0.08789688391846587,2,0,True,False,False,False,False,True,False,False,False,True,385375.0,548132.183908046
1,9,2018,0.0649811951525282,2018,0.003406608012256225,0.2282873376623377,0.08892566957568462,0.13157894736842105,0.08000145391102065,0.08482158292756482,1,0,True,False,False,False,False,False,False,False,False,True,537500.0,472567.5675675676
1,12,2018,0.1433347262849979,2018,0.009072712062530602,0.3823051948051948,0.07538368943725551,0.13157894736842105,0.07149607444024426,0.2952229922792751,1,0,True,False,False,False,False,True,True,False,False,False,1262923.076923077,1693155.3398058251
1,9,2012,0.019013790221479317,2012,0.0218002185131036,0.15056818181818185,0.10547697863376468,0.2894736842105263,0.0405459435882524,0.08482158292756482,2,0,True,False,False,False,False,True,False,False,False,True,326090.9090909091,234271.42857142858
1,30,2021,0.25564145424153784,2021,0.0034362449201339874,0.47098214285714285,0.0370147457117063,0.05263157894736842,0.10410002907822041,0.19289255100006641,1,0,True,False,False,False,False,False,True,False,False,False,2380333.3333333335,2078885.2459016393
1,19,2020,0.038863351441704976,2020,0.0017998512336317447,0.14691558441558444,0.11262413481793562,0.07894736842105263,0.1469813172433847,0.0687858479816197,1,1,True,False,False,False,False,True,False,False,False,True,409583.3333333333,306477.1296296296
1,19,2015,0.03363978269954033,2015,0.023414066331036258,0.1879058441558442,0.10946433945230213,0.21052631578947367,0.05883250945042163,0.0687858479816197,2,1,True,False,False,False,False,False,False,False,False,True,473038.46153846156,440245.0331125828
1,19,2016,0.041997492687003764,2016,0.006880308165659042,0.1879058441558442,0.10103821847727959,0.18421052631578946,0.06338052486187847,0.0687858479816197,2,0,True,False,False,False,False,True,False,False,False,True,432047.61904761905,345841.5201612903
1,9,2018,0.05087755954868367,2019,0.006763578749355215,0.2282873376623377,0.08892566957568462,0.10526315789473684,0.09786275079965105,0.08482158292756482,1,0,True,False,False,False,False,True,False,False,False,True,517612.9032258064,472567.5675675676
2,20,2017,0.3888424571667364,2017,0.005436281648081173,0.42025162337662336,0.08140234727655732,0.15789473684210525,0.06319320400448634,0.5468404912746022,1,0,True,False,False,False,False,False,True,False,False,False,3487500.0,4955181.818181818
1,19,2002,0.00961136648558295,2002,0.010890927269755317,0.1868912337662338,0.07688835389708096,0.5526315789473685,0.012989373232176372,0.0687858479816197,2,0,True,False,False,False,False,True,False,False,False,True,112585.95833333333,74125.0
1,9,2014,0.04847471792728793,2014,0.015033548797896106,0.26866883116883117,0.11631056274450799,0.23684210526315788,0.05459872055830183,0.08482158292756482,2,1,True,False,False,False,False,True,True,False,False,False,428000.0,564454.268292683
1,19,2021,0.07344337651483493,2021,0.01148621092860069,0.2282873376623377,0.11533253084562145,0.05263157894736842,0.20247891829020062,0.0687858479816197,1,1,True,False,False,False,False,True,False,False,False,True,792400.0,521084.67741935485
1,19,2015,0.033117425825323864,2015,0.015894837341558454,0.1879058441558442,0.12691844718627746,0.21052631578947367,0.06614083551419986,0.0687858479816197,2,1,True,False,False,False,False,False,False,False,False,True,473038.46153846156,308222.22222222225
2,9,2017,0.05171333054743001,2017,0.014052439872077651,0.2282873376623377,0.07606078844417696,0.15789473684210525,0.06031757570722387,0.08482158292756482,1,0,True,False,False,False,False,True,False,False,False,True,543000.0,586166.6666666666
1,19,2014,0.02862515670706227,2015,0.020849655602766522,0.1879058441558442,0.10103821847727959,0.21052631578947367,0.055304352040321796,0.0687858479816197,2,0,True,False,False,False,False,True,False,False,False,True,326073.5294117647,345841.5201612903
1,30,2019,0.23735896364396156,2019,0.007254496855305888,0.47098214285714285,0.04965392717424016,0.10526315789473684,0.06826403024134924,0.19289255100006641,1,0,True,False,False,False,False,True,True,False,False,False,1916666.6666666667,2078885.2459016393
2,4,2019,0.04931048892603427,2019,0.011344208320916439,0.22849025974025977,0.095922359313873,0.10526315789473684,0.10313608607153243,0.04377340327901827,1,0,True,False,False,False,False,True,False,False,False,True,465500.0,410076.92307692306
1,8,2021,0.13811115754283326,2021,0.003618066440856459,0.28936688311688313,0.08666867288594646,0.05263157894736842,0.1664728118639139,0.08789688391846587,1,0,True,False,False,False,False,True,False,False,False,True,946000.0,696057.5342465753
1,9,2019,0.04638529043042207,2019,0.01088819994694448,0.20576298701298704,0.09945832079446285,0.10526315789473684,0.1058011049723757,0.08482158292756482,1,0,True,False,False,False,False,True,False,False,False,True,472750.0,490375.0
2,19,2017,0.05599665691600502,2017,0.0189043471525568,0.26400162337662336,0.10269334938308758,0.15789473684210525,0.07465521538653264,0.0687858479816197,1,0,True,False,False,False,False,True,False,False,False,True,619285.7142857143,695777.7777777778
2,9,2017,0.039908065190137905,2017,0.018163788098654172,0.22605519480519484,0.13782726452001204,0.15789473684210525,0.09356955925725918,0.08482158292756482,1,1,True,False,False,False,False,True,True,False,False,False,411500.0,432471.69811320753
1,29,2017,0.04617634768073548,2017,0.0218002185131036,0.197849025974026,0.15197111044237138,0.15789473684210525,0.10118389897395422,0.1076977624637566,1,1,True,False,False,False,False,True,True,False,False,False,485000.0,521147.36842105264
1,19,2017,0.06289176765566235,2017,0.009767088450169721,0.2282873376623377,0.10773397532350285,0.15789473684210525,0.07736883645578033,0.0687858479816197,1,0,True,False,False,False,False,False,False,False,False,True,652200.0,643665.5172413794
1,6,2016,0.03625156707062265,2016,0.01796632992714957,0.28936688311688313,0.14106229310863677,0.18421052631578946,0.08223411602209944,0.10475166742888264,2,1,True,False,False,False,False,True,True,False,False,False,375000.0,282206.34920634923
1,31,2017,0.05139991642290013,2017,0.019982003305878886,0.28936688311688313,0.10969003912127598,0.15789473684210525,0.07842188343787646,0.1004670960609946,1,1,True,False,False,False,False,True,True,False,False,False,543944.4444444445,538071.4285714285
3,16,2015,0.10154617634768073,2015,0.019982003305878886,0.4275568181818182,0.06710803490821549,0.21052631578947367,0.04109721818358049,0.1367672738537678,2,0,True,False,False,False,False,True,True,False,False,False,1172000.0,992373.0158730159
1,8,2022,0.16391558712912663,2022,0.0007334680145944498,0.289163961038961,0.07764068612699368,0.02631578947368421,0.23735097412038378,0.08789688391846587,0,0,True,False,False,False,False,True,False,False,False,True,1266833.3333333333,696057.5342465753
1,9,2019,0.08065190137902215,2019,0.0063453892516935305,0.2282873376623377,0.07764068612699368,0.10526315789473684,0.08935737132887465,0.08482158292756482,1,0,True,False,False,False,False,False,False,False,False,True,800000.0,564454.268292683
1,8,2017,0.05714584203928124,2017,0.00652411980656372,0.22869318181818185,0.08742100511585915,0.15789473684210525,0.06643334856478213,0.08789688391846587,1,0,True,False,False,False,False,True,False,False,False,True,496000.0,581642.8571428572
1,12,2020,0.21124111993313832,2020,0.008163604458918245,0.3823051948051948,0.06936503159795368,0.07894736842105263,0.10622637394591451,0.2952229922792751,1,0,True,False,False,False,False,True,True,False,False,False,2050000.0,1693155.3398058251
1,29,2019,0.14563309653155035,2019,0.01654721295791068,0.3823051948051948,0.07463135720734276,0.10526315789473684,0.08708927013666763,0.1076977624637566,1,0,True,False,False,False,False,True,True,False,False,False,1483428.5714285714,1842172.4137931035
1,9,2018,0.05578771416631843,2018,0.004222622997258676,0.2282873376623377,0.09825458922660249,0.13157894736842105,0.08586071532422217,0.08482158292756482,1,0,True,False,False,False,False,True,False,False,False,True,483500.0,432471.69811320753
1,8,2018,0.06916005014625992,2018,0.009379990432551579,0.22869318181818185,0.08365934396629551,0.13157894736842105,0.07669380633905205,0.08789688391846587,1,0,True,False,False,False,False,False,False,False,False,True,887833.3333333334,581642.8571428572
2,9,2017,0.05693689928959465,2017,0.012670232671545423,0.2282873376623377,0.07606078844417696,0.15789473684210525,0.06031757570722387,0.08482158292756482,1,0,True,False,False,False,False,True,False,False,False,True,559285.7142857143,586166.6666666666
2,29,2018,0.05536982866694526,2018,0.00972945139538017,0.22869318181818185,0.09945832079446285,0.13157894736842105,0.08661674905495784,0.1076977624637566,1,0,True,False,False,False,False,False,False,False,False,True,542666.6666666666,619250.0
1,19,2018,0.057668198913497705,2018,0.00752759277943104,0.2282873376623377,0.1063045440866687,0.13157894736842105,0.09091669089851702,0.0687858479816197,1,0,True,False,False,False,False,True,False,False,False,True,424566.34688346885,506008.6455331412
2,8,2017,0.06853322189720017,2017,0.007952873316400901,0.22869318181818185,0.0783930183569064,0.15789473684210525,0.06157313172433846,0.08789688391846587,1,0,True,False,False,False,False,True,False,False,False,True,738580.0,735148.1481481482
2,9,2010,0.027371500208942752,2010,0.019982003305878886,0.2282873376623377,0.07463135720734276,0.3421052631578947,0.025121505421011082,0.08482158292756482,2,0,True,False,False,False,False,True,False,False,False,True,454875.0,564454.268292683
1,6,2018,0.07668198913497701,2018,0.014050985299911872,0.289163961038961,0.05808004814926273,0.13157894736842105,0.06062808956091887,0.10475166742888264,1,0,True,False,False,False,False,False,False,False,False,True,818090.9090909091,683109.0909090909
1,19,2018,0.06633932302549102,2018,0.012576230945331906,0.1879058441558442,0.10547697863376468,0.13157894736842105,0.09039691770863624,0.0687858479816197,1,0,True,False,False,False,False,True,False,False,False,True,704000.0,704000.0
1,19,2018,0.08796489761805264,2019,0.009629085915941365,0.23863636363636367,0.12466145049653926,0.10526315789473684,0.12479645245710964,0.0687858479816197,1,1,True,False,False,False,False,True,True,False,False,False,659500.0,837482.7586206896
2,23,2011,0.03050564145424154,2011,0.012709142476980032,0.39103084415584416,0.04581703280168523,0.3157894736842105,0.01941698168072114,0.08450753180635565,2,0,True,False,False,False,False,True,False,False,False,True,320000.0,309500.0
1,8,2017,0.0754283326368575,2017,0.01054019355628167,0.289163961038961,0.07463135720734276,0.15789473684210525,0.0595480413741536,0.08789688391846587,1,0,True,False,False,False,False,True,False,False,False,True,770833.3333333334,696057.5342465753
1,1,2023,0.4933138320100293,2023,7.25467867682661e-05,0.3908279220779221,0.058230514595245274,0.0,0.41086071532422214,0.5195198980035183,0,0,True,False,False,False,False,False,False,False,False,True,4750000.0,4750000.0
1,6,2021,0.09632260760551609,2021,0.007254496855305888,0.28936688311688313,0.10999097201324104,0.05263157894736842,0.19576911892992147,0.10475166742888264,1,1,True,False,False,False,False,True,True,False,False,False,866875.0,683109.0909090909
2,19,2020,0.10415796071876306,2020,0.003618066440856459,0.2820616883116883,0.08207944628347877,0.07894736842105263,0.11820478336725791,0.0687858479816197,1,0,True,False,False,False,False,False,False,False,False,True,507263.15789473685,791150.0
2,19,2008,0.022670288340994573,2008,0.012396954925899548,0.24878246753246755,0.0783930183569064,0.39473684210526316,0.02170416545507415,0.0687858479816197,2,0,True,False,False,False,False,True,False,False,False,True,531961.0389610389,521084.67741935485
1,8,2014,0.03834099456748851,2014,0.013262789007579958,0.22849025974025977,0.08215467950647007,0.23684210526315788,0.041727246292526894,0.08789688391846587,2,0,True,False,False,False,False,True,False,False,False,True,385375.0,548132.183908046
1,9,2018,0.10990388633514417,2018,0.008890890541808132,0.26866883116883117,0.11300030093289198,0.13157894736842105,0.09512212852573423,0.08482158292756482,1,1,True,False,False,False,False,True,True,False,False,False,940000.0,1086678.9473684211
1,2,2009,0.017969076473046387,2009,0.027254864134777745,0.4924918831168831,0.038519410171531744,0.368421052631579,0.01375399825530677,0.028789461093760384,2,0,True,False,False,False,False,True,True,False,False,False,460000.0,456000.0
2,9,2016,0.06059339740910991,2017,0.00862670387219838,0.2282873376623377,0.08666867288594646,0.15789473684210525,0.06602833049474514,0.08482158292756482,1,0,True,False,False,False,False,True,False,False,False,True,593076.9230769231,564454.268292683
2,9,2017,0.06999582114500627,2017,0.01831724546214394,0.26866883116883117,0.10615407764068616,0.15789473684210525,0.0765182985087027,0.08482158292756482,1,0,True,False,False,False,False,True,True,False,False,False,675250.0,586166.6666666666
1,8,2013,0.032072712076890934,2013,0.028881257637640254,0.28936688311688313,0.13256093891062293,0.26315789473684215,0.05435644611277062,0.08789688391846587,2,1,True,False,False,False,False,True,True,False,False,False,685250.0,548132.183908046
1,9,2014,0.04951943167572086,2014,0.02021382574480004,0.26866883116883117,0.11631056274450799,0.23684210526315788,0.05459872055830183,0.08482158292756482,2,1,True,False,False,False,False,True,True,False,False,False,505538.46153846156,564454.268292683
2,9,2018,0.10436690346844964,2018,0.013030966568658806,0.30823863636363635,0.05808004814926273,0.13157894736842105,0.06062808956091887,0.08482158292756482,1,0,True,False,False,False,False,False,False,False,False,True,1045571.4285714285,1086678.9473684211
1,9,2019,0.09109903886335144,2019,0.007254496855305888,0.30823863636363635,0.07463135720734276,0.10526315789473684,0.08708927013666763,0.08482158292756482,1,0,True,False,False,False,False,True,False,False,False,True,832052.6315789474,720150.8379888268
1,8,2017,0.07741328875888007,2017,0.010060912027657236,0.22869318181818185,0.0783930183569064,0.15789473684210525,0.06157313172433846,0.08789688391846587,1,0,True,False,False,False,False,True,False,False,False,True,738580.0,735148.1481481482
1,19,2016,0.0592352695361471,2016,0.009326534905459174,0.2282873376623377,0.08591634065603371,0.18421052631578946,0.05625726955510322,0.0687858479816197,2,0,True,False,False,False,False,False,False,False,False,True,507263.15789473685,521084.67741935485
2,19,2015,0.03625156707062265,2016,0.01435699091928779,0.1879058441558442,0.10103821847727959,0.18421052631578946,0.06338052486187847,0.0687858479816197,2,0,True,False,False,False,False,True,False,False,False,True,424566.34688346885,344142.85714285716
1,19,2015,0.05819055578771417,2016,0.016267389637518795,0.26400162337662336,0.10269334938308758,0.18421052631578946,0.06416018464669962,0.0687858479816197,2,0,True,False,False,False,False,True,False,False,False,True,721315.7894736842,695777.7777777778
2,9,2012,0.04408692018386962,2012,0.009072712062530602,0.30823863636363635,0.07470659043033406,0.2894736842105263,0.030882887467287005,0.08482158292756482,2,0,True,False,False,False,False,True,False,False,False,True,531545.4545454546,720150.8379888268
1,29,2022,0.22168825741746762,2022,0.005436281648081173,0.3823051948051948,0.0681613000300933,0.02631578947368421,0.21948967723175342,0.1076977624637566,0,0,True,False,False,False,False,True,True,False,False,False,2023333.3333333333,1768260.8695652173
2,1,2012,0.10102381947346427,2012,0.018163788098654172,0.39021915584415584,0.08877520312970208,0.2894736842105263,0.03530095958127362,0.5195198980035183,2,0,True,False,False,False,False,False,True,False,False,False,1098750.0,2102871.794871795
1,8,2021,0.11199331383201003,2021,0.003341152264796135,0.289163961038961,0.07463135720734276,0.05263157894736842,0.15135213724920035,0.08789688391846587,1,0,True,False,False,False,False,True,False,False,False,True,770833.3333333334,696057.5342465753
3,31,2014,0.03363978269954033,2014,0.0218002185131036,0.22849025974025977,0.07064399638880531,0.23684210526315788,0.03738950276243093,0.1004670960609946,2,0,True,False,False,False,False,True,False,False,False,True,511958.3333333333,550845.0704225352
1,19,2018,0.07333890513999164,2018,0.014018984712264716,0.2820616883116883,0.0993078543484803,0.13157894736842105,0.08652224483861588,0.0687858479816197,1,0,True,False,False,False,False,False,False,False,False,True,840000.0,695777.7777777778
2,1,2012,0.10154617634768073,2012,0.012709142476980032,0.39021915584415584,0.07260006018657841,0.2894736842105263,0.030221357952893282,0.5195198980035183,2,0,True,False,False,False,False,False,True,False,False,False,1258333.3333333333,3402756.756756757
1,30,2013,0.18418303384872545,2013,0.014163714642759803,0.5905032467532467,0.04453806801083359,0.26315789473684215,0.02420100980729071,0.19289255100006641,2,0,True,False,False,False,False,True,True,False,False,False,1433250.0,2084433.3333333333
2,1,2012,0.13811115754283326,2012,0.00998181966614296,0.39021915584415584,0.1174390610893771,0.2894736842105263,0.0443024861878453,0.5195198980035183,2,1,True,False,False,False,False,False,True,False,False,False,1496625.0,2102871.794871795
1,9,2017,0.0503552026744672,2017,0.005485737101717686,0.2282873376623377,0.07463135720734276,0.15789473684210525,0.0595480413741536,0.08482158292756482,1,0,True,False,False,False,False,True,False,False,False,True,510000.0,472567.5675675676
1,6,2018,0.08692018386961972,2018,0.011670032486051108,0.18810876623376627,0.08877520312970208,0.13157894736842105,0.07990694969467868,0.10475166742888264,1,0,True,False,False,False,False,True,False,False,False,True,821333.3333333334,683109.0909090909
3,9,2014,0.047743418303384876,2014,0.013926801201258422,0.26866883116883117,0.11631056274450799,0.23684210526315788,0.05459872055830183,0.08482158292756482,2,1,True,False,False,False,False,True,True,False,False,False,400545.45454545453,564454.268292683
1,22,2015,0.1746761387379858,2015,0.018163788098654172,0.288961038961039,0.10246764971411376,0.21052631578947367,0.05590287874382086,0.4442699303487395,2,0,True,False,False,False,False,False,True,False,False,False,1700000.0,1700000.0
1,19,2017,0.0635185959047221,2017,0.017307590557572056,0.2282873376623377,0.1063045440866687,0.15789473684210525,0.07659930212271009,0.0687858479816197,1,0,True,False,False,False,False,False,False,False,False,True,666625.0,521084.67741935485
1,31,2017,0.05672795653990807,2017,0.015255552874698245,0.22849025974025977,0.07463135720734276,0.15789473684210525,0.0595480413741536,0.1004670960609946,1,0,True,False,False,False,False,True,False,False,False,True,511958.3333333333,538071.4285714285
1,27,2021,0.08326368575010447,2021,0.0014362081921868019,0.18810876623376627,0.08990370147457119,0.05263157894736842,0.1705364931666182,0.07380679424559385,1,0,True,False,False,False,False,False,False,False,False,True,735000.0,796137.9310344828
1,4,2021,0.038132051817801924,2021,0.00893707320807164,0.18810876623376627,0.10999097201324104,0.05263157894736842,0.19576911892992147,0.04377340327901827,1,1,True,False,False,False,False,True,False,False,False,True,389916.6666666667,335782.60869565216
1,13,2021,0.11199331383201003,2021,0.003618066440856459,0.2883522727272727,0.08516400842612096,0.05263157894736842,0.1645827275370747,0.21971923973085766,1,0,True,False,False,False,False,True,True,False,False,False,1100000.0,1122621.6216216215
