city,transmission,owner_no,brand,model,model_year,variant_name,price,registered_year,fuel_type,kms_driven,engine_cc,mileage_kmpl,car_age,mileage_normalized,brand_popularity,age_group,high_mileage
chennai,manual,2,hyundai,hyundai grand i10,2016,asta option,528000.0,2016,petrol,63720,1197,18.9,8,2.3625,605200.0006153847,old,0
chennai,manual,1,maruti,maruti alto 800,2021,vxi bsvi,435000.0,2021,petrol,14411,796,22.05,3,7.3500000000000005,504649.26094808127,mid-age,1
chennai,automatic,1,volkswagen,volkswagen taigun,2022,1.0 tsi highline at bsvi,1490000.0,2022,petrol,11000,999,18.41,2,9.205,703303.886925795,new,0
chennai,automatic,1,skoda,skoda kushaq,2022,1.5 tsi style dsg,1789999.9999999998,2022,petrol,21000,1498,18.86,2,9.43,1001170.8860759494,new,0
chennai,manual,1,honda,honda wr-v,2017,i-vtec s,625000.0,2017,petrol,34392,1199,17.5,7,2.5,624483.4192037471,mid-age,0
chennai,manual,1,hyundai,hyundai grand i10 nios,2022,sportz,690000.0,2022,petrol,20000,1197,20.7,2,10.35,605200.0006153847,new,0
chennai,manual,1,kia,kia sonet,2022,gtx plus turbo imt bsvi,1350000.0,2022,petrol,10000,998,18.2,2,9.1,1451064.5161290322,new,0
chennai,automatic,1,mg,mg astor,2022,savvy cvt bsvi,1550000.0,2022,petrol,20000,1498,14.82,2,7.41,1952518.0722891567,new,0
chennai,automatic,1,toyota,toyota glanza,2019,v cvt,790000.0,2019,petrol,47000,1197,19.56,5,3.912,1282850.0,mid-age,0
chennai,manual,2,maruti,maruti alto k10,2014,vxi,270000.0,2014,petrol,60333,998,23.95,10,2.395,504649.26094808127,old,1
chennai,manual,1,hyundai,hyundai grand i10,2014,1.2 crdi sportz,365000.0,2014,diesel,81058,1186,24.0,10,2.4,605200.0006153847,old,1
chennai,manual,2,honda,honda civic,2010,1.8 s mt,425000.0,2010,petrol,51800,1799,13.5,14,0.9642857142857143,624483.4192037471,old,0
chennai,manual,2,hyundai,hyundai grand i10,2016,asta option,528000.0,2016,petrol,32797,1197,18.9,8,2.3625,605200.0006153847,old,0
chennai,manual,1,hyundai,hyundai grand i10,2016,asta option,511000.00000000006,2016,petrol,69731,1197,18.9,8,2.3625,605200.0006153847,old,0
chennai,manual,2,honda,honda city,2016,i vtec v,625000.0,2016,petrol,54000,1497,17.8,8,2.225,624483.4192037471,old,0
chennai,manual,2,nissan,nissan micra active,2016,xv petrol,327000.0,2016,petrol,110267,1198,19.49,8,2.43625,579320.5128205129,old,0
chennai,manual,1,mahindra,mahindra kuv 100,2018,mfalcon g80 k8,505000.0,2018,petrol,31767,1198,18.15,6,3.025,930921.1267605633,mid-age,0
chennai,manual,2,honda,honda wr-v,2018,i-vtec vx,640000.0,2018,petrol,45677,1199,17.5,6,2.9166666666666665,624483.4192037471,mid-age,0
chennai,manual,1,maruti,maruti celerio,2017,zxi,449000.0,2017,petrol,66656,998,25.24,7,3.6057142857142854,504649.26094808127,mid-age,1
chennai,manual,1,honda,honda amaze,2019,s diesel,725000.0,2019,diesel,27000,1498,24.7,5,4.9399999999999995,624483.4192037471,mid-age,1
chennai,manual,1,renault,renault kwid,2021,1.0 rxt opt,495000.0,2021,petrol,37004,999,21.74,3,7.246666666666666,536132.6860841424,mid-age,1
chennai,manual,2,hyundai,hyundai i10,2011,magna,271000.0,2011,petrol,85274,1197,20.36,13,1.566153846153846,605200.0006153847,old,0
chennai,manual,2,hyundai,hyundai creta,2017,1.6 crdi sx,940000.0,2017,diesel,60000,1582,19.67,7,2.81,605200.0006153847,mid-age,0
chennai,manual,1,honda,honda city,2017,v mt,799000.0,2017,petrol,42000,1497,17.4,7,2.4857142857142853,624483.4192037471,mid-age,0
chennai,manual,1,hyundai,hyundai creta,2022,sx opt diesel bsvi,1850000.0,2022,diesel,20000,1493,20.58115384615385,2,10.290576923076925,605200.0006153847,new,0
chennai,automatic,1,kia,kia carens,2022,luxury plus diesel at bsvi,2000000.0,2022,diesel,30000,1493,19.306249999999995,2,9.653124999999998,1451064.5161290322,new,0
chennai,automatic,1,mercedes-benz,mercedes-benz e-class,2017,exclusive e 220 d bsiv,4500000.0,2017,diesel,25000,1950,16.1,7,2.3000000000000003,3502251.063829787,mid-age,0
chennai,manual,3,mahindra,mahindra xuv500,2014,w6 2wd,700000.0,2014,diesel,80000,2179,15.1,10,1.51,930921.1267605633,old,0
chennai,manual,2,hyundai,hyundai verna,2015,1.6 sx vtvt (o),585000.0,2015,petrol,60000,1591,17.1,9,1.9000000000000001,605200.0006153847,old,0
chennai,manual,1,tata,tata harrier,2022,xz plus bsvi,2050000.0,2022,diesel,20000,1956,16.35,2,8.175,748643.1780487805,new,0
chennai,automatic,1,mg,mg hector,2022,sharp cvt,1990000.0,2022,petrol,20000,1451,14.03014285714286,2,7.01507142857143,1952518.0722891567,new,0
chennai,manual,2,hyundai,hyundai creta,2020,sx opt diesel bsvi,1445000.0,2020,diesel,55037,1493,20.58115384615385,4,5.145288461538462,605200.0006153847,mid-age,0
chennai,manual,1,hyundai,hyundai santro,2018,magna bsiv,451000.0,2019,petrol,65607,1086,20.3,5,4.0600000000000005,605200.0006153847,mid-age,0
chennai,manual,1,maruti,maruti ertiga tour,2021,std cng 2019-2022,1100000.0,2021,cng,70000,1462,26.18166666666667,3,8.727222222222222,504649.26094808127,mid-age,1
chennai,manual,1,hyundai,hyundai i20,2016,asta option 1.2,631000.0,2016,petrol,74777,1197,18.6,8,2.325,605200.0006153847,old,0
chennai,manual,2,toyota,toyota etios,2012,g,411000.00000000006,2012,petrol,102392,1496,17.6,12,1.4666666666666668,1282850.0,old,0
chennai,manual,1,skoda,skoda rapid,2015,1.5 tdi ambition plus,500000.0,2015,diesel,90210,1498,21.14,9,2.348888888888889,1001170.8860759494,old,0
chennai,manual,1,maruti,maruti swift dzire,2014,vxi,488000.0,2014,petrol,62373,1197,22.41,10,2.241,504649.26094808127,old,1
chennai,manual,1,tata,tata zest,2015,quadrajet 1.3 75ps xe,460000.0,2015,diesel,80000,1248,22.95,9,2.55,748643.1780487805,old,1
chennai,automatic,2,maruti,maruti celerio,2018,zxi amt,514000.0,2018,petrol,25219,998,26.0,6,4.333333333333333,504649.26094808127,mid-age,1
chennai,manual,3,maruti,maruti swift,2014,vdi bsiv,508000.0,2015,diesel,64409,1248,25.2,9,2.8,504649.26094808127,old,1
chennai,manual,1,tata,tata nexon,2018,1.5 revotorq xz plus,865000.0,2018,diesel,52000,1497,21.5,6,3.5833333333333335,748643.1780487805,mid-age,1
chennai,automatic,2,maruti,maruti ciaz,2018,alpha automatic bsiv,855000.0000000001,2019,petrol,30000,1462,20.28,5,4.056,504649.26094808127,mid-age,0
chennai,automatic,1,mercedes-benz,mercedes-benz s-class,2020,s 350 d,1180000.0,2021,diesel,14000,2925,13.5,3,4.5,3502251.063829787,mid-age,0
chennai,manual,1,hyundai,hyundai venue,2019,s diesel bsiv,925000.0,2019,diesel,48574,1396,23.7,5,4.74,605200.0006153847,mid-age,1
chennai,automatic,1,honda,honda city,2012,1.5 v at,510000.0,2012,petrol,71423,1497,16.8,12,1.4000000000000001,624483.4192037471,old,0
chennai,automatic,1,mercedes-benz,mercedes-benz e-class,2020,exclusive e 220 d bsiv,5700000.0,2020,diesel,30000,1950,16.1,4,4.025,3502251.063829787,mid-age,0
chennai,manual,1,maruti,maruti wagon r,2013,vxi bs iv,350000.0,2013,petrol,75498,998,18.9,11,1.718181818181818,504649.26094808127,old,0
chennai,manual,1,honda,honda city,2017,i vtec s,630000.0,2017,petrol,95963,1497,17.8,7,2.542857142857143,624483.4192037471,mid-age,0
chennai,manual,1,maruti,maruti wagon r,2015,vxi bs iv,410000.0,2015,petrol,46613,998,20.51,9,2.278888888888889,504649.26094808127,old,0
chennai,manual,1,honda,honda wr-v,2017,i-vtec vx,725000.0,2017,petrol,30000,1199,17.5,7,2.5,624483.4192037471,mid-age,0
chennai,manual,1,honda,honda amaze,2015,s i-vtech,466000.0,2015,petrol,18722,1198,18.0,9,2.0,624483.4192037471,old,0
chennai,automatic,1,kia,kia seltos,2023,gtx plus dct,1864000.0,2023,petrol,5593,1353,16.5,1,16.5,1451064.5161290322,new,0
chennai,automatic,1,audi,audi q3,2017,35 tdi quattro premium,2700000.0,2017,diesel,40000,1968,15.73,7,2.2471428571428573,2350864.5161290322,mid-age,0
chennai,manual,1,maruti,maruti celerio,2021,vxi bsvi,503000.0,2021,petrol,20875,998,25.24,3,8.413333333333332,504649.26094808127,mid-age,1
chennai,manual,2,renault,renault kwid,2018,rxl,309000.0,2018,petrol,46436,799,25.17,6,4.195,536132.6860841424,mid-age,1
chennai,automatic,1,honda,honda city,2016,i vtec cvt vx,640000.0,2016,petrol,127672,1497,18.0,8,2.25,624483.4192037471,old,0
chennai,manual,1,hyundai,hyundai venue,2021,s plus,841000.0,2021,petrol,12814,1197,17.52,3,5.84,605200.0006153847,mid-age,0
chennai,manual,1,tata,tata new safari,2022,xt,1890000.0,2022,diesel,26000,1956,16.14,2,8.07,748643.1780487805,new,0
chennai,manual,1,hyundai,hyundai i10,2011,magna,288000.0,2011,petrol,45851,1197,20.36,13,1.566153846153846,605200.0006153847,old,0
chennai,manual,1,hyundai,hyundai venue,2021,sx turbo imt,940000.0,2021,petrol,36349,998,18.0,3,6.0,605200.0006153847,mid-age,0
chennai,automatic,1,volkswagen,volkswagen polo,2018,gt tsi,844999.9999999999,2018,petrol,35000,1197,17.21,6,2.8683333333333336,703303.886925795,mid-age,0
chennai,automatic,1,tata,tata new safari,2021,xza plus at bsvi,2056000.0,2021,diesel,17059,1956,14.08,3,4.693333333333333,748643.1780487805,mid-age,0
chennai,automatic,1,bmw,bmw x5,2019,xdrive 30d xline,7700000.0,2019,diesel,37000,2993,13.38,5,2.676,3330939.5604395606,mid-age,0
chennai,manual,2,maruti,maruti wagon r,2016,vxi bs iv,400000.0,2016,petrol,48163,998,20.51,8,2.56375,504649.26094808127,old,0
chennai,manual,3,maruti,maruti swift dzire,2013,vxi,425000.0,2013,petrol,40000,1197,19.1,11,1.7363636363636366,504649.26094808127,old,0
chennai,manual,2,tata,tata indigo,2008,ls,200000.0,2008,diesel,150000,1405,17.0,16,1.0625,748643.1780487805,old,0
chennai,manual,1,volkswagen,volkswagen polo,2020,1.0 mpi comfortline,750000.0,2020,petrol,20000,999,17.74,4,4.435,703303.886925795,mid-age,0
chennai,automatic,1,hyundai,hyundai creta,2019,1.6 sx automatic diesel,1689999.9999999998,2020,diesel,47000,1582,17.6,4,4.4,605200.0006153847,mid-age,0
chennai,manual,1,hyundai,hyundai i10,2013,sportz,310000.0,2013,petrol,112711,1197,20.36,11,1.8509090909090908,605200.0006153847,old,0
chennai,automatic,1,toyota,toyota fortuner,2020,2.8 4wd at,3900000.0,2020,diesel,53000,2755,15.04,4,3.76,1282850.0,mid-age,0
chennai,automatic,2,maruti,maruti celerio,2016,vxi amt,437000.0,2016,petrol,65895,998,26.68,8,3.335,504649.26094808127,old,1
chennai,automatic,1,mahindra,mahindra xuv300,2022,w6 amt sunroof bsvi,1026000.0,2022,petrol,15625,1197,17.0,2,8.5,930921.1267605633,new,0
chennai,manual,1,maruti,maruti swift,2015,zdi bsiv,560000.0,2015,diesel,107595,1248,25.2,9,2.8,504649.26094808127,old,1
chennai,manual,1,maruti,maruti ignis,2017,1.2 zeta bsiv,532000.0,2017,petrol,23838,1197,20.89,7,2.9842857142857144,504649.26094808127,mid-age,0
chennai,manual,1,maruti,maruti alto k10,2015,vxi,323000.0,2015,petrol,28975,998,24.39,9,2.71,504649.26094808127,old,1
chennai,manual,1,honda,honda wr-v,2018,i-vtec vx,770000.0,2018,petrol,30742,1199,17.5,6,2.9166666666666665,624483.4192037471,mid-age,0
chennai,manual,1,maruti,maruti s-presso,2022,vxi plus 2019-2022,492000.0,2022,petrol,10363,998,21.7,2,10.85,504649.26094808127,new,1
chennai,manual,1,honda,honda city,2015,i vtec v,650000.0,2015,petrol,100000,1497,17.4,9,1.9333333333333331,624483.4192037471,old,0
chennai,manual,1,honda,honda city,2016,i vtec v,633000.0,2017,petrol,75555,1497,17.8,7,2.542857142857143,624483.4192037471,mid-age,0
chennai,manual,2,hyundai,hyundai creta,2018,1.6 sx,982000.0,2018,petrol,60929,1591,15.8,6,2.6333333333333333,605200.0006153847,mid-age,0
chennai,automatic,2,bmw,bmw x5,2009,xdrive 30d,1350000.0,2009,diesel,78000,2993,11.7,15,0.7799999999999999,3330939.5604395606,old,0
chennai,manual,1,maruti,maruti vitara brezza,2017,zdi plus,900000.0,2017,diesel,120000,1248,24.3,7,3.4714285714285715,504649.26094808127,mid-age,1
chennai,manual,1,honda,honda amaze,2014,s i-dtech,370000.0,2014,diesel,143185,1498,25.8,10,2.58,624483.4192037471,old,1
chennai,manual,1,maruti,maruti ciaz,2017,1.4 alpha,620000.0,2017,petrol,115434,1373,20.73,7,2.9614285714285713,504649.26094808127,mid-age,0
chennai,manual,1,maruti,maruti ignis,2018,delta bsvi,480000.0,2018,petrol,43000,1197,20.89,6,3.481666666666667,504649.26094808127,mid-age,0
chennai,manual,1,honda,honda brio,2015,1.2 vx mt,430000.0,2016,petrol,63309,1198,18.5,8,2.3125,624483.4192037471,old,0
chennai,manual,1,maruti,maruti swift,2015,zdi bsiv,500000.0,2015,diesel,150000,1248,25.2,9,2.8,504649.26094808127,old,1
chennai,automatic,1,bmw,bmw 7 series,2019,signature 730ld,7600000.0,2019,diesel,53000,2993,16.46,5,3.2920000000000003,3330939.5604395606,mid-age,0
chennai,manual,1,maruti,maruti baleno,2019,alpha,790000.0,2019,petrol,39386,1197,21.01,5,4.202,504649.26094808127,mid-age,0
chennai,automatic,1,bmw,bmw 6 series,2018,gt 630d m sport 2018-2021,5200000.0,2018,diesel,42000,2993,17.09,6,2.848333333333333,3330939.5604395606,mid-age,0
chennai,automatic,1,renault,renault triber,2021,rxz easy-r amt bsvi,776000.0,2021,petrol,29257,999,18.2,3,6.066666666666666,536132.6860841424,mid-age,0
chennai,automatic,1,maruti,maruti baleno,2017,1.2 cvt zeta,702000.0,2017,petrol,61829,1197,21.4,7,3.057142857142857,504649.26094808127,mid-age,0
chennai,manual,1,maruti,maruti alto k10,2014,vxi,290000.0,2014,petrol,83901,998,23.95,10,2.395,504649.26094808127,old,1
chennai,manual,1,maruti,maruti celerio,2014,vxi,383000.0,2014,petrol,33295,998,25.24,10,2.524,504649.26094808127,old,1
chennai,manual,1,maruti,maruti celerio,2015,vxi,411000.00000000006,2016,petrol,33610,998,25.24,8,3.155,504649.26094808127,old,1
chennai,manual,1,maruti,maruti ciaz,2014,zdi,615000.0,2014,diesel,95600,1248,26.21,10,2.621,504649.26094808127,old,1
chennai,manual,1,tata,tata tiago,2018,1.2 revotron xz,515000.00000000006,2019,petrol,20960,1199,23.84,5,4.768,748643.1780487805,mid-age,1
chennai,automatic,1,bmw,bmw 3 series,2016,320d luxury line,2575000.0,2016,diesel,66000,1995,20.37,8,2.54625,3330939.5604395606,old,0
chennai,manual,2,hyundai,hyundai i20,2015,sportz 1.2,507000.0,2015,petrol,85105,1197,18.6,9,2.066666666666667,605200.0006153847,old,0
chennai,manual,2,hyundai,hyundai eon,2016,sportz,322000.0,2016,petrol,44519,814,21.1,8,2.6375,605200.0006153847,old,0
chennai,manual,1,maruti,maruti baleno,2017,1.2 delta,575000.0,2017,petrol,54024,1197,21.4,7,3.057142857142857,504649.26094808127,mid-age,0
chennai,manual,1,maruti,maruti baleno,2020,zeta,850000.0,2020,petrol,20027,1197,21.01,4,5.2525,504649.26094808127,mid-age,0
chennai,automatic,1,audi,audi a6,2019,2.0 tdi  design edition,3700000.0,2019,diesel,44000,1968,18.53,5,3.7060000000000004,2350864.5161290322,mid-age,0
chennai,automatic,1,audi,audi q3,2014,2.0 tdi,1800000.0,2014,diesel,58000,1968,15.73,10,1.573,2350864.5161290322,old,0
chennai,manual,1,honda,honda amaze,2013,vx i-dtec,425000.0,2013,diesel,67905,1498,25.8,11,2.3454545454545457,624483.4192037471,old,1
chennai,manual,1,maruti,maruti baleno,2017,zeta,650000.0,2017,petrol,62604,1197,21.01,7,3.001428571428572,504649.26094808127,mid-age,0
chennai,manual,1,toyota,toyota innova,2009,2.5 gx 7 str bsiv,750000.0,2009,diesel,120000,2494,12.8,15,0.8533333333333334,1282850.0,old,0
chennai,manual,1,honda,honda amaze,2014,vx i-dtec,450000.0,2014,diesel,105781,1498,25.8,10,2.58,624483.4192037471,old,1
chennai,manual,1,maruti,maruti ciaz,2017,1.4 zeta,720000.0,2017,petrol,68724,1373,20.73,7,2.9614285714285713,504649.26094808127,mid-age,0
chennai,automatic,1,maruti,maruti celerio,2014,vxi at,425000.0,2014,petrol,67000,998,23.1,10,2.31,504649.26094808127,old,1
chennai,manual,2,hyundai,hyundai i10,2010,sportz 1.2,235000.0,2010,petrol,110273,1197,20.36,14,1.4542857142857142,605200.0006153847,old,0
chennai,automatic,2,maruti,maruti celerio,2016,vxi at,437000.0,2016,petrol,65628,998,23.1,8,2.8875,504649.26094808127,old,1
chennai,manual,1,volkswagen,volkswagen polo,2014,1.2 mpi highline,410000.0,2014,petrol,106075,1198,16.47,10,1.6469999999999998,703303.886925795,old,0
chennai,manual,1,maruti,maruti ignis,2022,alpha bsvi,731000.0,2022,petrol,6023,1197,20.89,2,10.445,504649.26094808127,new,0
chennai,manual,2,tata,tata tiago,2018,1.2 revotron xz,502000.0,2018,petrol,38999,1199,23.84,6,3.973333333333333,748643.1780487805,mid-age,1
chennai,manual,1,toyota,toyota innova crysta,2018,2.4 vx mt,2050000.0,2018,diesel,105000,2393,13.68,6,2.28,1282850.0,mid-age,0
chennai,automatic,1,tata,tata new safari,2022,xta plus at bsvi,1963000.0,2022,diesel,7811,1956,14.08,2,7.04,748643.1780487805,new,0
chennai,manual,2,maruti,maruti alto k10,2011,2010-2014 vxi,222000.00000000003,2011,petrol,58747,998,20.92,13,1.6092307692307695,504649.26094808127,old,0
chennai,manual,1,tata,tata harrier,2019,xz bsiv,1497000.0,2019,diesel,34965,1956,17.0,5,3.4,748643.1780487805,mid-age,0
chennai,manual,2,ford,ford ecosport,2015,1.5 dv5 mt titanium optional,529000.0,2015,diesel,106360,1498,22.7,9,2.522222222222222,730169.9346405229,old,1
chennai,manual,2,maruti,maruti ritz,2010,vxi,210000.0,2010,petrol,162049,1197,18.5,14,1.3214285714285714,504649.26094808127,old,0
chennai,automatic,1,mercedes-benz,mercedes-benz gle,2020,300d bsvi,7450000.0,2020,diesel,30000,1950,14.916190476190485,4,3.729047619047621,3502251.063829787,mid-age,0
chennai,manual,1,toyota,toyota urban cruiser,2021,premium,975000.0,2021,petrol,26000,1462,17.03,3,5.676666666666667,1282850.0,mid-age,0
chennai,automatic,1,kia,kia seltos,2020,htx ivt,1450000.0,2020,petrol,25000,1497,16.8,4,4.2,1451064.5161290322,mid-age,0
chennai,automatic,1,mercedes-benz,mercedes-benz glc,2021,220d 4matic,6200000.0,2021,diesel,35000,1950,14.916190476190485,3,4.972063492063495,3502251.063829787,mid-age,0
chennai,manual,1,maruti,maruti swift,2020,lxi,595000.0,2020,petrol,57000,1197,21.21,4,5.3025,504649.26094808127,mid-age,0
chennai,manual,1,hyundai,hyundai creta,2017,1.6 vtvt e plus,767000.0,2017,petrol,49000,1591,15.29,7,2.184285714285714,605200.0006153847,mid-age,0
chennai,manual,1,hyundai,hyundai i20,2022,sportz bsvi,825000.0,2022,petrol,30000,1197,21.0,2,10.5,605200.0006153847,new,0
chennai,manual,3,hyundai,hyundai santro,2002,gls i - euro i,45000.0,2002,petrol,120000,1086,19.378984375,22,0.8808629261363637,605200.0006153847,old,0
chennai,automatic,3,hyundai,hyundai i10,2014,sportz at,335000.0,2014,petrol,40000,1197,16.95,10,1.6949999999999998,605200.0006153847,old,0
chennai,automatic,1,honda,honda jazz,2015,1.2 v at i vtec,558000.0,2015,petrol,53250,1199,19.0,9,2.111111111111111,624483.4192037471,old,0
chennai,manual,1,tata,tata tiago,2022,xt bsvi,649000.0,2022,petrol,8848,1199,19.01,2,9.505,748643.1780487805,new,0
chennai,automatic,1,tata,tata harrier,2022,xza plus dark edition at,2250000.0,2022,diesel,3000,1956,14.6,2,7.3,748643.1780487805,new,0
chennai,manual,1,skoda,skoda rapid,2021,1.0 tsi monte carlo,1110000.0,2021,petrol,34628,999,18.97,3,6.323333333333333,1001170.8860759494,mid-age,0
chennai,manual,1,maruti,maruti ignis,2022,zeta bsvi,672000.0,2022,petrol,8579,1197,20.89,2,10.445,504649.26094808127,new,0
chennai,manual,1,renault,renault triber,2022,rxt bsvi,675000.0,2022,petrol,17000,999,20.0,2,10.0,536132.6860841424,new,0
chennai,manual,1,honda,honda city,2017,i vtec v,795000.0,2017,petrol,40021,1497,17.8,7,2.542857142857143,624483.4192037471,mid-age,0
chennai,automatic,1,mercedes-benz,mercedes-benz gls,2021,400d 4matic bsvi,1130000.0,2021,diesel,52000,2925,12.426,3,4.142,3502251.063829787,mid-age,0
chennai,manual,2,hyundai,hyundai i20,2017,sportz 1.2,587000.0,2017,petrol,46946,1197,18.6,7,2.6571428571428575,605200.0006153847,mid-age,0
chennai,automatic,1,honda,honda jazz,2019,vx cvt,807000.0,2019,petrol,30772,1199,18.2,5,3.6399999999999997,624483.4192037471,mid-age,0
chennai,manual,1,ford,ford figo,2012,diesel titanium,260000.0,2012,diesel,74008,1399,20.0,12,1.6666666666666667,730169.9346405229,old,0
chennai,manual,1,maruti,maruti swift dzire,2017,vdi,760000.0,2017,diesel,31000,1248,28.4,7,4.057142857142857,504649.26094808127,mid-age,1
chennai,manual,1,mahindra,mahindra bolero,2022,b6 bsvi,1070000.0,2022,diesel,20000,1493,16.0,2,8.0,930921.1267605633,new,0
chennai,manual,2,maruti,maruti baleno,2020,delta,650000.0,2020,petrol,20000,1197,21.01,4,5.2525,504649.26094808127,mid-age,0
chennai,automatic,1,maruti,maruti s-presso,2020,vxi plus at 2019-2022,520000.0,2020,petrol,31137,998,21.7,4,5.425,504649.26094808127,mid-age,1
chennai,manual,1,maruti,maruti swift dzire,2011,zdi,350000.0,2011,diesel,90000,1248,19.3,13,1.4846153846153847,504649.26094808127,old,0
chennai,manual,1,hyundai,hyundai creta,2015,1.6 sx,875000.0,2015,petrol,77000,1591,15.8,9,1.7555555555555555,605200.0006153847,old,0
chennai,automatic,1,bmw,bmw 3 series gt,2019,luxury line,4350000.0,2019,diesel,16000,1995,21.76,5,4.352,3330939.5604395606,mid-age,1
chennai,automatic,1,mahindra,mahindra xuv500,2018,at w6 2wd,1450000.0,2018,diesel,23000,2179,16.0,6,2.6666666666666665,930921.1267605633,mid-age,0
chennai,manual,1,mahindra,mahindra thar,2022,lx 4-str hard top bsvi,1725000.0,2022,petrol,9000,1997,15.2,2,7.6,930921.1267605633,new,0
chennai,manual,1,datsun,datsun redigo,2018,t option,302000.0,2018,petrol,28733,799,22.7,6,3.783333333333333,347810.8108108108,mid-age,1
chennai,automatic,1,hyundai,hyundai verna,2018,crdi 1.6 at sx plus,1060000.0,2018,diesel,61828,1582,22.0,6,3.6666666666666665,605200.0006153847,mid-age,1
chennai,manual,2,toyota,toyota innova,2007,2.5 g (diesel) 8 seater bs iii,600000.0,2007,diesel,150000,2494,12.8,17,0.7529411764705882,1282850.0,old,0
chennai,manual,1,tata,tata tigor,2022,xz plus bsvi,722000.0,2022,petrol,60431,1199,19.28,2,9.64,748643.1780487805,new,0
chennai,manual,1,maruti,maruti celerio x,2018,zxi option bsiv,463000.0,2018,petrol,53269,998,21.63,6,3.605,504649.26094808127,mid-age,1
chennai,automatic,1,mg,mg hector,2021,sharp dct,1770000.0,2021,petrol,38000,1451,14.03014285714286,3,4.6767142857142865,1952518.0722891567,mid-age,0
chennai,manual,2,honda,honda amaze,2019,s petrol bsiv,627000.0,2019,petrol,37778,1199,19.5,5,3.9,624483.4192037471,mid-age,0
chennai,manual,2,tata,tata nexon,2018,1.2 revotron xm,658000.0,2018,petrol,85941,1198,17.0,6,2.8333333333333335,748643.1780487805,mid-age,0
chennai,automatic,1,maruti,maruti celerio x,2018,amt zxi bsiv,477000.0,2018,petrol,89329,998,21.63,6,3.605,504649.26094808127,mid-age,1
chennai,manual,2,tata,tata tiago,2019,1.2 revotron xz,500000.0,2019,petrol,40000,1199,23.84,5,4.768,748643.1780487805,mid-age,1
chennai,manual,1,maruti,maruti swift,2017,zxi,650000.0,2017,petrol,17000,1197,21.21,7,3.0300000000000002,504649.26094808127,mid-age,0
chennai,manual,1,maruti,maruti ignis,2017,1.2 delta bsiv,455000.0,2017,petrol,83887,1197,20.89,7,2.9842857142857144,504649.26094808127,mid-age,0
chennai,manual,1,hyundai,hyundai i20 active,2015,1.4 s,475000.0,2015,diesel,150000,1396,21.19,9,2.354444444444445,605200.0006153847,old,0
chennai,automatic,1,toyota,toyota innova crysta,2021,2.4 zx 7 str at,2800000.0,2021,diesel,39000,2393,12.0,3,4.0,1282850.0,mid-age,0
chennai,automatic,1,hyundai,hyundai verna,2018,vtvt 1.6 at ex,975000.0,2018,petrol,23000,1591,17.0,6,2.8333333333333335,605200.0006153847,mid-age,0
chennai,manual,1,hyundai,hyundai verna,2017,vtvt 1.6 sx,750000.0,2017,petrol,80000,1591,17.0,7,2.4285714285714284,605200.0006153847,mid-age,0
chennai,automatic,1,maruti,maruti celerio,2016,zxi at,485000.0,2016,petrol,34000,998,23.1,8,2.8875,504649.26094808127,old,1
chennai,manual,1,maruti,maruti celerio,2017,zxi optional,460000.0,2017,petrol,29973,998,23.1,7,3.3000000000000003,504649.26094808127,mid-age,1
chennai,manual,1,honda,honda city,2021,vx mt,1265000.0,2021,petrol,30000,1498,18.6,3,6.2,624483.4192037471,mid-age,0
chennai,manual,2,hyundai,hyundai i20 active,2016,1.4 s,567000.0,2016,diesel,80805,1396,21.19,8,2.64875,605200.0006153847,old,0
chennai,manual,1,tata,tata tiago,2020,xz plus,619000.0,2020,petrol,26235,1199,23.84,4,5.96,748643.1780487805,mid-age,1
chennai,manual,1,honda,honda city,2017,i vtec s,630000.0,2017,petrol,95963,1497,17.8,7,2.542857142857143,624483.4192037471,mid-age,0
chennai,manual,1,hyundai,hyundai creta,2018,1.6 e plus,835000.0,2018,petrol,83294,1591,15.8,6,2.6333333333333333,605200.0006153847,mid-age,0
chennai,manual,2,mg,mg hector,2021,sharp diesel mt bsiv,1703000.0,2021,diesel,17963,1956,17.41,3,5.803333333333334,1952518.0722891567,mid-age,0
chennai,manual,1,maruti,maruti baleno,2019,1.2 alpha,635000.0,2019,petrol,102696,1197,21.4,5,4.279999999999999,504649.26094808127,mid-age,0
chennai,manual,2,hyundai,hyundai i20,2019,magna plus diesel,635000.0,2019,diesel,57206,1396,22.54,5,4.508,605200.0006153847,mid-age,1
chennai,manual,2,ford,ford figo,2013,diesel titanium,300000.0,2013,diesel,120000,1399,20.0,11,1.8181818181818181,730169.9346405229,old,0
chennai,manual,1,hyundai,hyundai i20,2017,asta 1.2,657000.0,2017,petrol,81829,1197,18.6,7,2.6571428571428575,605200.0006153847,mid-age,0
chennai,manual,2,maruti,maruti celerio,2014,vxi,390000.0,2014,petrol,54395,998,25.24,10,2.524,504649.26094808127,old,1
chennai,manual,1,tata,tata tigor,2019,1.05 revotorq xz,620000.0,2019,diesel,50000,1047,24.7,5,4.9399999999999995,748643.1780487805,mid-age,1
chennai,manual,2,volkswagen,volkswagen ameo,2017,1.2 mpi comfortline,465000.00000000006,2017,petrol,70000,1198,17.0,7,2.4285714285714284,703303.886925795,mid-age,0
chennai,manual,1,hyundai,hyundai i20,2015,asta option 1.2,590000.0,2015,petrol,36000,1197,18.6,9,2.066666666666667,605200.0006153847,old,0
