city,transmission,owner_no,brand,model,model_year,variant_name,price,registered_year,fuel_type,kms_driven,engine_cc,mileage_kmpl
delhi,manual,2,maruti,maruti baleno,2019,1.2 zeta,688000.0,2019,petrol,86919,1197,21.4
delhi,automatic,1,mercedes-benz,mercedes-benz amg g 63,2022,4matic 2018-2023,3950000.0,2022,petrol,4000,3982,9.865
delhi,manual,2,honda,honda amaze,2014,s plus i-vtec,365000.0,2014,cng,69650,1198,18.0
delhi,manual,1,volkswagen,volkswagen ameo,2018,1.0 mpi highline plus,627000.0,2018,petrol,41051,999,19.44
delhi,automatic,1,toyota,toyota innova crysta,2019,2.8 gx at bsiv,1798999.9999999998,2019,diesel,52011,2755,11.36
delhi,manual,1,hyundai,hyundai i10,2013,magna 1.1l,335000.0,2013,petrol,52439,1086,19.81
delhi,automatic,2,maruti,maruti ciaz,2014,at zxi,528000.0,2014,petrol,82347,1373,19.12
delhi,automatic,2,audi,audi q7,2014,3.0 tdi quattro technology,1898999.9999999998,2014,diesel,52001,2967,12.07
delhi,manual,1,maruti,maruti ciaz,2014,vxi option shvs,511000.00000000006,2014,petrol,97249,1373,20.73
delhi,automatic,1,audi,audi q7,2023,technology,9300000.0,2023,petrol,11800,2995,11.455
delhi,manual,1,tata,tata new safari,2022,xz plus 6 str adventure edition bsvi,2099000.0,2022,diesel,5700,1956,16.14
delhi,automatic,1,tata,tata new safari,2021,xza plus (o) at bsvi,1950000.0,2021,diesel,52011,1956,14.08
delhi,manual,1,maruti,maruti vitara brezza,2018,zdi plus,849000.0,2018,diesel,52368,1248,24.3
delhi,automatic,1,mercedes-benz,mercedes-benz gle,2020,300d,7950000.0,2020,diesel,33500,1950,14.916190476190483
delhi,manual,1,honda,honda amaze,2020,e petrol,500000.0,2020,petrol,80000,1199,18.6
delhi,manual,2,honda,honda wr-v,2017,i-dtec s,525000.0,2017,diesel,85162,1498,25.5
delhi,automatic,1,maruti,maruti ertiga,2017,bsiv vxi at,775000.0,2017,petrol,83863,1373,17.03
delhi,automatic,1,bmw,bmw x7,2019,xdrive 40i m sport,1100000.0,2019,petrol,9500,2998,10.54
delhi,manual,1,honda,honda jazz,2016,1.2 vx i vtec,486000.00000000006,2016,petrol,62526,1199,18.7
delhi,manual,1,maruti,maruti swift,2018,vxi 2018,450000.0,2018,petrol,40000,1197,22.0
delhi,manual,1,renault,renault duster,2019,rxz 110ps bsiv,989000.0,2019,diesel,35331,1461,19.87
delhi,automatic,1,land rover,land rover discovery sport,2020,r-dynamic se diesel,5550000.0,2020,diesel,40000,1999,16.21857142857143
delhi,automatic,1,audi,audi q3 sportback,2023,40tfsi quattro,5100000.0,2023,petrol,10000,1984,12.3425
delhi,manual,1,hyundai,hyundai santro,2019,asta bsiv,526000.0,2020,petrol,14893,1086,20.3
delhi,manual,2,maruti,maruti wagon r,2011,lxi bs iv,170000.0,2011,petrol,110000,998,18.9
delhi,automatic,1,mercedes-benz,mercedes-benz s-class,2021,s 350 d,1550000.0,2023,diesel,7900,2925,13.5
delhi,manual,1,hyundai,hyundai grand i10,2016,sportz,434000.0,2016,petrol,55215,1197,18.9
delhi,manual,1,honda,honda city,2014,i vtec s,300000.0,2014,petrol,100000,1497,17.4
delhi,manual,1,hyundai,hyundai verna,2021,sx diesel,1103000.0,2021,diesel,49930,1493,25.0
delhi,manual,1,maruti,maruti vitara brezza,2017,vdi,645000.0,2017,diesel,54000,1248,24.3
delhi,automatic,1,mercedes-benz,mercedes-benz amg a 35,2021,4matic bsvi,5150000.0,2021,petrol,1200,1991,13.859142857142857
delhi,automatic,1,audi,audi q2,2020,premium plus i,2790000.0,2020,petrol,7000,1984,12.3425
delhi,automatic,3,mercedes-benz,mercedes-benz m-class,2014,ml 250 cdi,1570000.0,2014,diesel,83000,2143,15.26
delhi,manual,2,hyundai,hyundai i10,2011,magna 1.2 itech se,130000.0,2011,petrol,60000,1197,20.36
delhi,manual,1,maruti,maruti swift dzire tour,2018,1.2 s std cng,300000.0,2018,cng,100000,1197,26.55
delhi,manual,2,hyundai,hyundai i10,2009,magna 1.2,85000.0,2009,petrol,60000,1197,20.36
delhi,automatic,1,volvo,volvo xc40,2020,t4 r-design,3750000.0,2020,petrol,25000,1969,13.148000000000001
delhi,manual,1,honda,honda amaze,2015,s i-vtech,422000.0,2015,petrol,67593,1198,18.0
delhi,automatic,1,hyundai,hyundai creta,2020,sx diesel at bsvi,1500000.0,2020,diesel,50000,1493,18.5
delhi,manual,1,maruti,maruti baleno,2016,1.2 delta,495000.0,2016,petrol,88882,1197,21.4
delhi,manual,1,toyota,toyota corolla altis,2016,g mt,815000.0,2016,petrol,78986,1798,14.28
delhi,manual,1,maruti,maruti swift dzire,2014,ldi,215000.0,2014,diesel,100000,1248,23.4
delhi,manual,2,hyundai,hyundai i20 active,2015,1.2 s,501999.99999999994,2015,petrol,24727,1197,17.19
delhi,automatic,3,audi,audi q3,2014,2.0 tdi,800000.0,2014,diesel,70000,1968,15.73
delhi,automatic,1,mercedes-benz,mercedes-benz s-class,2019,maybach s560,1590000.0,2019,petrol,34000,3982,7.08
delhi,automatic,1,honda,honda jazz,2017,1.2 v at i vtec,565000.0,2017,petrol,79328,1199,19.0
delhi,manual,1,maruti,maruti alto k10,2017,vxi,280000.0,2017,petrol,50000,998,23.95
delhi,manual,2,maruti,maruti baleno,2017,1.2 delta,524000.0,2017,petrol,62113,1197,21.4
delhi,manual,1,hyundai,hyundai creta,2023,sx,1650000.0,2023,petrol,2300,1497,17.887499999999996
delhi,automatic,3,toyota,toyota corolla altis,2013,1.8 vl at,450000.0,2013,petrol,120000,1794,14.53
delhi,manual,2,tata,tata tiago,2018,1.05 revotorq xt,315000.0,2018,diesel,120000,1047,27.28
delhi,automatic,1,volvo,volvo xc40,2022,t4 r-design,4400000.0,2022,petrol,5000,1969,13.148000000000001
delhi,manual,2,hyundai,hyundai verna,2018,vtvt 1.6 sx,750000.0,2018,petrol,60000,1591,17.0
delhi,manual,1,maruti,maruti baleno,2021,zeta,635000.0,2021,petrol,30000,1197,21.01
delhi,manual,1,jeep,jeep compass,2018,2.0 limited,1110000.0,2018,diesel,67000,1956,17.1
delhi,manual,1,hyundai,hyundai grand i10,2016,asta option,450000.0,2017,petrol,86183,1197,18.9
delhi,manual,1,toyota,toyota etios,2013,vd,260000.0,2013,diesel,70000,1364,23.59
delhi,manual,1,maruti,maruti swift,2013,vxi,346000.0,2013,petrol,88991,1197,22.38
delhi,automatic,2,bmw,bmw x4,2019,m sport x xdrive20d,5260000.0,2019,diesel,18000,1995,16.55
delhi,automatic,1,jeep,jeep compass,2019,1.4 longitude plus at,1475000.0,2019,petrol,55000,1368,14.1
delhi,manual,1,maruti,maruti s-presso,2021,vxi cng 2019-2020,479000.0,2021,cng,62657,998,31.2
delhi,automatic,1,renault,renault kwid,2017,1.0 amt rxt,300000.0,2017,petrol,16452,999,24.04
delhi,automatic,2,mercedes-benz,mercedes-benz cla,2017,200 cgi sport,2475000.0,2017,petrol,40000,1991,15.04
delhi,manual,1,tata,tata tiago,2022,xz plus cng bsvi,740000.0,2022,cng,31029,1199,26.49
delhi,manual,2,maruti,maruti swift,2018,vxi 2018,450000.0,2018,petrol,40000,1197,22.0
delhi,manual,2,hyundai,hyundai i20,2014,sportz 1.2,403000.0,2014,petrol,46724,1197,18.5
delhi,automatic,1,mercedes-benz,mercedes-benz c-class,2011,c 200 cgi,750000.0,2011,petrol,86000,1991,14.74
delhi,manual,1,mahindra,mahindra xuv500,2015,w10 2wd,800000.0,2015,diesel,40000,2179,16.0
delhi,automatic,1,toyota,toyota camry,2015,hybrid,1425000.0,2015,petrol,80000,2494,19.16
delhi,automatic,1,toyota,toyota camry,2015,hybrid,1425000.0,2015,petrol,70000,2494,19.16
delhi,manual,1,honda,honda city,2016,i vtec v,660000.0,2017,petrol,60000,1497,17.4
delhi,manual,1,maruti,maruti wagon r,2009,lxi minor,150000.0,2009,petrol,60000,1061,18.9
delhi,manual,4,maruti,maruti celerio,2015,zdi,220000.00000000003,2015,diesel,80000,793,27.62
delhi,automatic,1,ford,ford endeavour,2019,3.2 titanium at 4x4,2800000.0,2019,diesel,90000,3198,10.91
delhi,manual,1,hyundai,hyundai grand i10 nios,2021,sportz cng,676000.0,2021,cng,71727,1197,23.45
delhi,automatic,1,mercedes-benz,mercedes-benz e-class,2013,e250 cdi avantgarde,1125000.0,2013,diesel,73000,2143,14.21
delhi,manual,1,honda,honda wr-v,2017,i-vtec vx,686000.0,2017,petrol,85482,1199,17.5
delhi,automatic,2,mercedes-benz,mercedes-benz gla,2016,4matic,2300000.0,2016,petrol,54500,1991,12.33
delhi,manual,2,maruti,maruti celerio,2016,green vxi,260000.0,2016,cng,60000,998,31.79
delhi,manual,1,hyundai,hyundai verna,2017,1.6 sx vtvt,798000.0,2018,petrol,89581,1591,17.01
delhi,automatic,2,skoda,skoda rapid,2014,1.6 mpi at ambition plus,275000.0,2014,petrol,110000,1598,14.3
delhi,automatic,1,mercedes-benz,mercedes-benz gls,2016,350d grand edition,4890000.0,2016,diesel,79500,2987,11.0
delhi,manual,2,toyota,toyota etios,2011,v,250000.0,2011,petrol,69164,1496,17.6
delhi,automatic,1,honda,honda cr-v,2016,2.0l 2wd at,1450000.0,2016,petrol,28000,1997,13.7
delhi,manual,1,maruti,maruti vitara brezza,2018,zdi plus,787000.0,2018,diesel,66175,1248,24.3
delhi,manual,1,tata,tata tigor,2017,1.2 revotron xz,484999.99999999994,2017,petrol,47001,1199,20.3
delhi,automatic,1,toyota,toyota fortuner,2016,2.8 4wd at,1714999.9999999998,2016,diesel,145000,2755,15.04
delhi,automatic,1,mercedes-benz,mercedes-benz e-class,2021,exclusive e 200 bsvi,6100000.0,2021,petrol,19000,1991,15.0
delhi,automatic,2,audi,audi a4,2015,2.0 tdi premium plus,1200000.0,2015,diesel,43600,1968,17.11
delhi,manual,1,hyundai,hyundai grand i10,2016,sportz cng,425000.0,2016,petrol,63521,1197,25.0
delhi,manual,1,maruti,maruti swift dzire,2021,vxi bsvi,700000.0,2021,petrol,18021,1197,22.41
delhi,manual,1,maruti,maruti wagon r,2008,lx bsiii,61000.0,2008,petrol,90000,1061,17.3
delhi,automatic,1,mercedes-benz,mercedes-benz g,2021,g 350d,2450000.0,2021,diesel,38000,2925,8.13
delhi,manual,1,ford,ford figo,2021,titanium,711000.0,2021,petrol,39076,1194,18.5
delhi,automatic,1,mercedes-benz,mercedes-benz glc,2020,200,5250000.0,2020,petrol,36000,1991,12.74
delhi,manual,1,maruti,maruti celerio,2018,vxi cng,423000.00000000006,2018,cng,106848,998,35.6
delhi,manual,1,toyota,toyota innova crysta,2017,2.4 zx mt,1500000.0,2017,diesel,105000,2393,13.68
delhi,automatic,2,mini,mini cooper convertible,2020,s,4450000.0,2020,petrol,6500,1998,16.72
delhi,manual,2,hyundai,hyundai i10,2010,magna,140000.0,2010,petrol,111237,1197,20.36
delhi,automatic,2,volkswagen,volkswagen polo,2018,gt tsi,715000.0,2018,petrol,70000,1197,17.21
delhi,automatic,2,volvo,volvo xc 90,2015,d5 at awd,1075000.0,2015,diesel,95000,2400,11.1
delhi,manual,1,nissan,nissan magnite,2022,xv premium bsvi,836999.9999999999,2022,petrol,13278,999,18.75
delhi,automatic,2,mahindra,mahindra thar,2022,lx 4-str hard top diesel at bsvi,1650000.0,2022,diesel,35000,2184,15.2
delhi,manual,1,nissan,nissan magnite,2022,turbo xv bsvi,894000.0,2022,petrol,12255,999,20.0
delhi,automatic,1,mercedes-benz,mercedes-benz gls,2017,400 4matic,6250000.0,2017,petrol,68000,2996,8.9
delhi,manual,1,tata,tata hexa,2019,xt,950000.0,2019,diesel,67000,2179,17.6
delhi,manual,1,maruti,maruti baleno,2019,zeta diesel,650000.0,2019,diesel,37000,1248,27.39
delhi,automatic,1,mercedes-benz,mercedes-benz c-class,2020,progressive c 200,4399000.0,2020,petrol,8000,1950,11.9
delhi,manual,1,maruti,maruti sx4 s cross,2017,ddis 200 delta,595000.0,2017,diesel,54000,1248,23.65
delhi,manual,1,honda,honda city,2014,i dtec vx,499000.0,2014,diesel,120000,1498,25.1
delhi,manual,2,maruti,maruti swift dzire,2010,vxi,150000.0,2010,petrol,70000,1298,17.5
delhi,automatic,1,mercedes-benz,mercedes-benz glc,2022,200,6300000.0,2022,petrol,17000,1991,12.74
delhi,automatic,1,mercedes-benz,mercedes-benz gls,2016,350d 4matic,5200000.0,2016,diesel,45000,2987,11.0
delhi,manual,1,maruti,maruti celerio,2018,zxi,459000.0,2018,petrol,19717,998,25.24
delhi,automatic,1,bmw,bmw 3 series gran limousine,2021,330li m sport first edition,5190000.0,2021,petrol,20000,1998,15.3
delhi,manual,1,maruti,maruti alto k10,2017,vxi,332000.0,2017,petrol,35495,998,24.39
delhi,automatic,2,mercedes-benz,mercedes-benz gla class,2016,200,2190000.0,2016,petrol,25000,1991,13.7
delhi,automatic,1,jeep,jeep compass,2018,1.4 limited plus bsiv,1550000.0,2018,petrol,27401,1368,16.0
delhi,manual,1,maruti,maruti s-presso,2019,vxi 2019-2022,426999.99999999994,2019,petrol,15981,998,21.7
delhi,automatic,1,mg,mg hector,2022,sharp cvt,1900000.0,2022,petrol,7500,1451,14.03014285714286
delhi,automatic,1,audi,audi a4,2022,technology,4200000.0,2022,petrol,6300,1998,17.42
delhi,manual,1,hyundai,hyundai i10,2011,sportz,183000.0,2011,petrol,73052,1197,20.36
delhi,automatic,1,honda,honda city,2014,i vtec cvt sv,571000.0,2014,petrol,61000,1497,18.0
delhi,manual,1,tata,tata punch,2021,creative ira bsvi,806000.0,2021,petrol,15036,1199,20.09
delhi,automatic,1,bmw,bmw 5 series,2015,520d luxury line,1700000.0,2015,diesel,94000,1995,20.37
delhi,manual,1,hyundai,hyundai xcent,2018,1.2 vtvt e plus,525000.0,2018,petrol,39000,1197,20.14
delhi,manual,3,mahindra,mahindra kuv 100,2016,mfalcon g80 k2,250000.0,2016,petrol,90000,1198,18.15
delhi,manual,1,skoda,skoda fabia,2011,1.2 mpi ambition,120000.0,2011,petrol,90000,1198,16.25
delhi,automatic,2,mercedes-benz,mercedes-benz gls,2017,350d 4matic,5550000.0,2017,diesel,44000,2987,11.0
delhi,manual,2,maruti,maruti wagon r,2006,lx,60000.0,2006,petrol,120000,998,18.9
delhi,manual,1,renault,renault kwid,2018,rxl,265000.0,2018,petrol,30000,799,25.17
delhi,automatic,1,volvo,volvo xc60,2021,b5 ultimate bsvi,6150000.0,2021,petrol,4900,1969,11.2
delhi,automatic,2,mini,mini cooper,2015,one,1975000.0,2015,petrol,36000,1598,19.23
delhi,manual,1,maruti,maruti ignis,2022,sigma bsvi,519000.00000000006,2022,petrol,4975,1197,20.89
delhi,manual,2,maruti,maruti alto 800,2014,cng lxi,249000.00000000003,2014,cng,48000,796,30.46
delhi,manual,1,renault,renault triber,2021,rxl bsvi,558000.0,2021,petrol,36758,999,20.0
delhi,automatic,1,bmw,bmw 3 series gran limousine,2022,330 li luxury line,5590000.0,2022,petrol,3500,1998,15.3
delhi,automatic,1,renault,renault kiger,2022,rxt turbo cvt,1025000.0,2022,petrol,10000,999,18.24
delhi,manual,1,nissan,nissan magnite,2021,xv bsvi,698000.0,2021,petrol,61882,999,18.75
delhi,manual,1,volkswagen,volkswagen polo,2011,highline breeze,275000.0,2011,petrol,66000,1198,17.0
delhi,automatic,1,land rover,land rover discovery sport,2018,petrol hse 7s,3950000.0,2018,petrol,46000,1997,12.81
delhi,manual,1,maruti,maruti ignis,2021,sigma bsvi,524000.0,2021,petrol,6088,1197,20.89
delhi,automatic,1,hyundai,hyundai i20,2018,petrol cvt magna executive,675000.0,2018,petrol,23000,1197,17.4
delhi,manual,1,maruti,maruti baleno,2018,1.2 delta,546000.0,2018,petrol,41732,1197,21.4
delhi,automatic,2,bmw,bmw 5 series,2018,520d sport line,3685000.0,2018,diesel,55000,1995,22.48
delhi,manual,1,maruti,maruti vitara brezza,2019,vdi,775000.0,2019,diesel,51000,1248,24.3
delhi,manual,1,hyundai,hyundai eon,2015,era plus,245000.00000000003,2015,petrol,38000,814,21.1
delhi,manual,1,mahindra,mahindra xuv500,2016,r w10 fwd,1000000.0,2016,diesel,60000,2179,16.0
delhi,automatic,1,mercedes-benz,mercedes-benz gle,2016,250d,3090000.0,2016,diesel,75000,2143,17.9
delhi,automatic,3,audi,audi q5,2014,30 tdi quattro premium,1300000.0,2014,diesel,92000,1968,14.16
delhi,manual,3,honda,honda jazz,2009,select edition mode,95000.0,2009,petrol,90000,1198,16.0
delhi,automatic,2,audi,audi q5,2013,30 tdi quattro premium,1300000.0,2013,diesel,92000,1968,14.16
delhi,manual,1,hyundai,hyundai i20,2019,1.2 magna executive,595000.0,2019,petrol,49010,1197,18.6
delhi,manual,1,maruti,maruti baleno,2019,1.2 delta,592000.0,2019,petrol,26089,1197,21.4
delhi,manual,1,mahindra,mahindra scorpio,2014,s4 7 seater,520000.0,2014,diesel,54000,2179,15.4
delhi,manual,1,maruti,maruti alto k10,2018,vxi,352000.0,2018,petrol,37302,998,24.39
delhi,automatic,2,mercedes-benz,mercedes-benz cla,2018,200 cdi sport,2550000.0,2018,diesel,42000,2143,17.9
delhi,automatic,1,maruti,maruti baleno,2021,1.2 cvt alpha,890000.0,2021,petrol,37000,1197,21.4
delhi,manual,1,maruti,maruti alto 800,2015,lxi,258000.0,2015,petrol,36483,796,22.05
delhi,automatic,1,hyundai,hyundai elantra,2015,2.0 sx at,775000.0,2015,petrol,62000,1999,14.62
delhi,manual,1,hyundai,hyundai creta,2019,1.6 sx,1095000.0,2019,petrol,38010,1591,15.8
delhi,automatic,2,maruti,maruti celerio,2018,zxi amt bsiv,475000.0,2018,petrol,35123,998,23.1
delhi,automatic,1,honda,honda city,2016,i vtec cvt vx,800000.0,2016,petrol,43000,1497,18.0
delhi,manual,2,ford,ford ecosport,2019,1.5 diesel titanium bsiv,738000.0,2019,diesel,25154,1498,23.0
delhi,automatic,1,bmw,bmw 5 series,2020,520d luxury line,5600000.0,2020,diesel,10000,1995,20.37
delhi,automatic,2,tata,tata harrier,2021,xza plus at bsvi,1850000.0,2021,diesel,30600,1956,14.6
delhi,manual,1,hyundai,hyundai venue,2020,s,775000.0,2020,petrol,55000,1197,17.52
delhi,automatic,2,mahindra,mahindra thar,2021,lx 4-str hard top at rwd bsvi,1550000.0,2021,petrol,14500,1997,15.199999999999998
delhi,automatic,2,mercedes-benz,mercedes-benz gls,2017,350d 4matic,4950000.0,2017,diesel,80000,2987,11.0
delhi,automatic,1,hyundai,hyundai elantra,2013,sx at,575000.0,2013,petrol,76000,1797,14.5
delhi,automatic,1,honda,honda amaze,2018,v cvt petrol,675000.0,2018,petrol,58000,1199,18.3
delhi,automatic,1,kia,kia seltos,2020,gtx dct,1650000.0,2020,petrol,34000,1353,16.2
delhi,automatic,1,audi,audi q7,2019,45 tdi quattro premium plus,6675000.0,2019,diesel,25000,2967,14.75
delhi,manual,1,maruti,maruti baleno,2017,1.2 delta,568000.0,2017,petrol,25367,1197,21.4
delhi,automatic,1,mercedes-benz,mercedes-benz cla,2016,200 cgi sport,2350000.0,2016,petrol,29000,1991,15.04
delhi,manual,1,maruti,maruti baleno,2017,1.2 delta,548000.0,2017,petrol,27240,1197,21.4
delhi,automatic,1,mercedes-benz,mercedes-benz s-class,2015,s 500 l,5150000.0,2015,petrol,55000,4663,7.81
delhi,manual,1,hyundai,hyundai creta,2020,e diesel,1150000.0,2020,diesel,28000,1493,20.581153846153846
delhi,manual,2,maruti,maruti baleno,2016,1.2 delta,503000.0,2016,petrol,20755,1197,21.4
delhi,automatic,1,toyota,toyota vellfire,2023,vip executive lounge,1190000.0,2023,petrol,10500,2487,19.16
delhi,automatic,1,mercedes-benz,mercedes-benz amg g 63,2023,4matic 2018-2023,4150000.0000000005,2023,petrol,3500,3982,9.865
delhi,manual,1,maruti,maruti swift,2014,lxi bsiv,379000.0,2014,petrol,56722,1197,22.0
delhi,automatic,2,honda,honda cr-v,2013,2.4l 4wd at,925000.0,2013,petrol,81000,2354,11.1
delhi,manual,1,maruti,maruti a-star,2011,vxi,197000.0,2011,petrol,55566,998,19.0
delhi,automatic,1,audi,audi a6,2020,45 tfsi premium plus bsvi,4825000.0,2020,petrol,5500,1984,14.11
delhi,manual,1,hyundai,hyundai creta,2023,sx diesel bsvi,1775000.0,2023,diesel,4000,1493,20.581153846153846
delhi,automatic,1,hyundai,hyundai verna,2023,sx turbo dct,1650000.0,2023,petrol,950,1482,20.6
delhi,manual,1,mahindra,mahindra bolero power plus,2017,sle,540000.0,2017,diesel,71000,1493,16.5
delhi,manual,1,toyota,toyota innova crysta,2019,2.4 vx mt 8s bsiv,1839999.9999999998,2019,diesel,28000,2393,13.68
delhi,manual,1,hyundai,hyundai verna,2018,vtvt 1.6 sx option,885000.0,2018,petrol,35000,1591,17.0
delhi,automatic,1,jeep,jeep compass,2020,1.4 night eagle,1800000.0,2020,petrol,80000,1368,14.01
delhi,automatic,2,maruti,maruti ciaz,2016,at zxi,600000.0,2016,petrol,60000,1373,19.12
delhi,manual,1,mahindra,mahindra xuv300,2021,w6 sunroof bsvi,965000.0,2021,petrol,12710,1197,17.0
delhi,manual,1,maruti,maruti wagon r,2011,vxi bs iv,208000.0,2011,petrol,64694,998,18.9
delhi,automatic,2,bmw,bmw 3 series,2019,320d,2650000.0,2019,diesel,67510,1995,22.69
delhi,manual,1,hyundai,hyundai grand i10,2018,1.2 kappa magna bsiv,528000.0,2018,petrol,21867,1197,18.9
delhi,automatic,2,bmw,bmw x5,2022,xdrive 30d sportx plus,8765000.0,2022,diesel,18000,2998,13.38
delhi,automatic,1,audi,audi a3,2018,35 tfsi premium plus,2175000.0,2018,petrol,78010,1395,19.2
delhi,manual,1,tata,tata tiago,2021,xz,555000.0,2021,petrol,36247,1199,20.09
delhi,automatic,1,jeep,jeep wrangler,2022,unlimited bsvi,6200000.0,2022,petrol,3106,1998,12.1
delhi,automatic,2,mercedes-benz,mercedes-benz glc,2020,200,5175000.0,2020,petrol,40000,1991,12.74
delhi,manual,1,maruti,maruti baleno,2019,delta,622000.0,2019,petrol,55566,1197,21.01
delhi,automatic,1,mercedes-benz,mercedes-benz cla,2016,200 cgi sport,1975000.0,2016,petrol,91000,1991,15.04
delhi,manual,1,nissan,nissan magnite,2021,xv bsvi,733000.0,2021,petrol,46318,999,18.75
delhi,manual,1,maruti,maruti ciaz,2023,zeta bsvi,1075000.0,2023,petrol,7359,1462,20.65
delhi,automatic,1,mercedes-benz,mercedes-benz glc,2022,220d 4matic,5999000.0,2022,diesel,35060,1950,14.916190476190483
delhi,automatic,1,bmw,bmw x1,2020,m sport sdrive 20d,3100000.0,2020,diesel,22060,1995,17.05
delhi,automatic,1,bmw,bmw 3 series gt,2017,m sport petrol,3100000.0,2017,petrol,68060,1998,15.34
delhi,manual,1,maruti,maruti vitara brezza,2017,vdi option,699000.0,2017,diesel,27000,1248,24.3
delhi,manual,2,hyundai,hyundai accent,2010,glx,80000.0,2010,petrol,53000,1495,13.2
delhi,manual,1,honda,honda amaze,2013,s i-dtech,250000.0,2013,diesel,50000,1498,25.8
delhi,manual,4,toyota,toyota corolla altis,2010,1.8 g cng,240000.0,2010,cng,120000,1798,14.53
delhi,automatic,1,mercedes-benz,mercedes-benz c-class,2020,progressive c 220d,3965000.0,2020,diesel,15000,1950,12.6
delhi,manual,1,honda,honda city,2015,i vtec v,578000.0,2015,petrol,99373,1497,17.4
delhi,manual,1,ford,ford ecosport,2016,1.5 tdci ambiente bsiv,265000.0,2016,diesel,120000,1498,22.77
delhi,manual,1,maruti,maruti alto 800,2017,vxi,306000.0,2017,petrol,11815,796,22.05
delhi,manual,1,maruti,maruti swift dzire,2016,vxi 1.2,549000.0,2016,petrol,39412,1197,21.21
delhi,manual,2,maruti,maruti baleno,2016,1.2 sigma,450000.0,2016,petrol,60000,1197,21.4
delhi,manual,1,maruti,maruti swift,2018,vxi,536000.0,2018,petrol,33015,1197,22.38
delhi,manual,2,honda,honda brio,2012,s mt,235000.0,2012,petrol,44371,1198,19.4
delhi,manual,1,maruti,maruti wagon r,2013,vxi bs iv,304000.0,2013,petrol,39045,998,18.9
delhi,manual,1,hyundai,hyundai i10,2013,era,295000.0,2014,petrol,49000,1086,19.81
delhi,automatic,1,honda,honda city,2021,vx cvt,1296000.0,2021,petrol,7936,1498,18.3
delhi,automatic,2,audi,audi a6,2014,2.0 tdi technology,1075000.0,2014,diesel,66000,1968,17.68
delhi,manual,1,hyundai,hyundai eon,2016,era plus,295000.0,2016,petrol,65739,814,21.1
delhi,automatic,1,maruti,maruti celerio,2016,vxi at,425000.0,2016,petrol,52407,998,23.1
delhi,automatic,1,hyundai,hyundai i10,2011,sportz at,350000.0,2011,petrol,30000,1197,16.95
delhi,automatic,1,bmw,bmw 5 series,2018,530d m sport,4375000.0,2018,diesel,48000,2993,17.42
delhi,manual,1,maruti,maruti wagon r,2013,lxi,275000.0,2014,petrol,86816,998,21.79
delhi,manual,1,toyota,toyota etios liva,2015,1.2 g,415000.00000000006,2015,petrol,63000,1197,17.71
delhi,manual,1,tata,tata tiago,2018,1.2 revotron xm,465000.00000000006,2018,petrol,67000,1199,23.84
delhi,automatic,2,audi,audi a4,2014,2.0 tdi premium plus,975000.0,2014,diesel,59000,1968,17.11
delhi,manual,1,hyundai,hyundai i20,2016,sportz 1.2,545000.0,2016,petrol,68838,1197,18.6
delhi,manual,1,hyundai,hyundai grand i10,2017,1.2 kappa sportz bsiv,509999.99999999994,2017,petrol,46835,1197,18.9
delhi,automatic,2,honda,honda city,2022,vx cvt,1403000.0,2022,petrol,5242,1498,18.3
delhi,manual,1,maruti,maruti baleno,2022,delta bsvi,749000.0,2022,petrol,17457,1197,22.35
delhi,manual,1,honda,honda amaze,2015,s i-vtech,434999.99999999994,2015,petrol,62789,1198,18.0
delhi,automatic,1,maruti,maruti alto k10,2016,vxi amt,346000.0,2016,petrol,33618,998,23.95
delhi,manual,1,honda,honda city,2010,1.5 s mt,204999.99999999997,2010,petrol,75946,1497,17.0
delhi,manual,1,toyota,toyota fortuner,2013,4x2 manual,969999.9999999999,2013,diesel,230000,2982,13.0
delhi,manual,1,maruti,maruti wagon r,2013,lxi bs iv,256999.99999999997,2013,petrol,87208,998,20.51
delhi,manual,1,datsun,datsun redigo,2016,1.0 t option,275000.0,2016,petrol,42736,999,22.5
delhi,manual,1,toyota,toyota etios,2011,g,229000.0,2011,petrol,55556,1496,17.6
delhi,manual,1,maruti,maruti brezza,2023,zxi,1250000.0,2023,petrol,2054,1462,17.38
delhi,automatic,1,mercedes-benz,mercedes-benz e-class,2023,exclusive e 200 bsvi,7750000.0,2023,petrol,1700,1991,15.0
delhi,automatic,1,kia,kia seltos,2021,gtx plus dct,1725000.0,2021,petrol,30120,1353,16.5
delhi,manual,1,hyundai,hyundai verna,2011,1.6 sx vtvt (o),349000.0,2011,petrol,32000,1591,17.1
delhi,automatic,1,toyota,toyota fortuner legender,2023,4x4 at bsvi,5500000.0,2023,diesel,1200,2755,13.122962962962962
delhi,automatic,1,audi,audi q2,2021,technology,3145000.0,2021,petrol,9600,1984,12.3425
delhi,manual,1,honda,honda city,2017,i vtec v,699000.0,2017,petrol,70000,1497,17.8
delhi,automatic,1,toyota,toyota fortuner,2014,4x4 at,1275000.0,2014,diesel,85000,2982,12.55
delhi,automatic,1,maruti,maruti wagon r,2019,zxi amt 1.2bsiv,565000.0,2019,petrol,40000,1197,21.5
delhi,manual,1,maruti,maruti baleno,2019,1.2 zeta,722000.0,2019,petrol,14163,1197,21.4
delhi,manual,1,mahindra,mahindra thar,2022,lx 4-str hard top diesel bsvi,1685000.0000000002,2022,diesel,15000,2184,15.2
